text,label
"“KAKAPASOK LANG GRABE! PBBM at VPSARA NILUSOB ang DEPED, K-12 PROGRAM ni PNOY OFFICIAL ng TINANGGAL (JUST IN EXTREME! PBBM and VPSARA BARGED into DEPED, PNOY’S K-12 PROGRAM OFFICIALLY REMOVED)?!” ",FALSE
"“KAKAPASOK LANG HALA KA! SEN RAFFY TULFO UMAKSYON NA K-12 PROGRAM ni PNOY TANG-GAL NA VPSARA PBBM (JUST IN OH, NO! SEN RAFFY TULFO ALREADY TOOK ACTION K-12 PROGRAM OF PNOY NOW REMOVED VPSARA PBBM)!” ",FALSE
"“Ang aksyon ng maraming tao lalo na ang mga kabataan ay ang pagliligo sa gabi. Mataas na rate ito ng stroke. Ito [ay] dahil sa biglang pagbabago sa presyon ng ating dugo (Many people, especially the youth, take a shower at night. This [leads to] a higher rate of stroke. This [is] because of a sudden change in blood pressure.)” ",FALSE
“In the 57th of 19th Century / the peace and justice and the blood of love / from the blessed. Land of the Oriental pearl in Asia / an innocent boy shall be born.” ,FALSE
"“Bakit nila [government agencies] pinara ‘yung [non-iodized] salt production para [sana] magkaroon kayo ng fertilizer for coconut? Remember, ang laking industry ng coconut sa Philippines, kasing laki sila ng rice. So ‘pag dineprive mo sila ng fertilizer, you are killing also the coconut industry.”(Why did they halt [non-iodized] salt production … so you have fertilizer for your coconut? Remember, the coconut industry is big in the Philippines, it is as big as rice. So, if you deprive them of fertilizer, you are killing also the coconut industry.) Source: Senate of the Philippines Official Youtube Channel, Committee on Agriculture, Food and Agrarian Reform, Jan. 18, 2023, watch from 48:39 to 49:11",FALSE
"“KAPAPASOK LANG! SAWAKAS! PRES MARCOS KINA-USAP nasi SOJ REMULLA nag DISISYON na TANGAL nasa PWESTO (Just in! Finally! Pres Marcos talked to SOJ Remulla, decided to remove from position)!”",FALSE
“GOODNEWS! MATlNDlNG UTOS DEPED K 12 ni PNOY BUBUWAGIN PIRMADO NA (SEVERE ORDER PNOY’S DEPED K 12 WILL BE ABOLISHED ALREADY SIGNED)!” ,FALSE
"“XBB is 5 times more toxic than Delta variant and has a higher mortality rate. It takes a shorter time for the condition to reach extreme severity, and sometimes there are no obvious symptoms.”",FALSE
"“Kidney stones, kidney failure, physiological weakness, nocturia, masakit na pag-ihi, insomnia, pananakit ng likod, pamamaga ng mga kamay at paa agad gumamit ng Neypro 1 Gold (painful urination, insomnia, back pain, swelling of the hand and foot, immediately use Neypro 1 Gold).”",FALSE
“JUST IN: KORTE MAY ORDER NA KAY RISA NA DAPAT IBALIK ANG PERANG NINAKAW NILA MULA SA PHILHEALTH! (Court orders Risa to return money stolen from PhilHealth!)”,FALSE
“KAKAPASOK LANG TAGUMPAY! BIGLAANG UTOS! PRES MARCOS NAIA PAPALITAN NA SAWAKAS! DlLAWAN NGA-NGA NA!(JUST IN SUCCESS! SUDDEN ORDER! PRES MARCOS NAIA WILL BE RENAMED FINALLY! YELLOWS SPEECHLESS!)”,FALSE
“MARCOLETA IPAPALIT KAY CLARITA CARLOS! CLARITA SIKRETONG MAKIKIPAG KITA KAY JOMA! BUKING NI PBBM (MARCOLETA TO REPLACE CLARITA CARLOS! CLARITA TO SECRETLY MEET WITH JOMA! EXPOSED BY PBBM)!” ,FALSE
“KAKAPASOK LANG (JUST IN) PRES MARCOS GOODJOB! DOJ REMULLA PlNABABA SA PWESTO GENERAL BANTAG HUMARAP NA (DOJ REMULLA ORDERED TO STEP DOWN FROM OFFICE GENERAL BANTAG HAS APPEARED).” ,FALSE
“KAPAPASOK LANG! PRES MARCOS nag DISISYON na MAR ROXAS NATUWA BAGONG DEP AGRICULTURE PINANGALANAN na (JUST IN! PRES MARCOS already made a DECISION MAR ROXAS DELIGHTED NEW DEP AGRICULTURE ALREADY NAMED).”,FALSE
"“City of Pearl ang isa sa mga proyekto sa ilalim ng Build Build Build ni PRRD na itutuloy sa ilalim ng Build Better More ni PBBM (City of Pearl is one of the projects under [former president Rodrigo Duterte’s] Build Build Build, which will be continued under the Build Better More of [Marcos].” ",FALSE
“KAKAPASOK LANG BAGONG UTOS PRES MARCOS SUBPOENA BlNASURA GENERAL BANTAG SOJ REMULLA CATAPANG NANLUMO (JUST IN NEW ORDER PRES MARCOS SUBPOENA JUNKED GENERAL BANTAG SOJ REMULLA CATAPANG DISHEARTENED)” ,FALSE
“KIKO/RISA TANDEM KASADO na sa 2028/LENI ROBREDO NILAGLAG!KIKO NATALO daw SIYA DAHIL sa FAKE NEWS!” (KIKO/RISA TANDEM NOW FINAL FOR 2028/LENI ROBREDO DROPPED! KIKO SAID HE allegedly LOST BECAUSE of FAKE NEWS),FALSE
"“PBBM Pambansang Pabahay Para sa Pilipino Program. 6 Million Pabahay ang itatayo ni PBBM, at nag uumpisa na kaming mag lista ng mga makakasama..SA MGA GUSTO MAG PALISTA ONLINE REGISTRATION MAG PALISTA DITO.” (6 Million housing units will be built by PBBM, and we already started listing down those who will be included. TO THOSE WHO WANT TO BE LISTED UNDER ONLINE REGISTRATION REGISTER HERE)",FALSE
“LENI EVICTED SA HARVARD? PBBM IMBITADO SA WORLD ECONOMIC FORUM KAHIT DI EKONOMISTA! LENI NAGWALA?” (Leni evicted from Harvard? PBBM was invited to the World Economic Forum despite not being an economist! Leni outraged?),FALSE
“KAKAPASOK LANG SA WAKAS! VPSARA UMAKSYON NA! GENERAL BANTAG BALIK BUCOR! CATAPANG UMAMIN NA REMULLA (JUST IN FINALLY! VPSARA TOOK ACTION! GENERAL BANTAG BACK TO BUCOR! CATAPANG ALREADY CONFESSED REMULLA).”,FALSE
"“When we went to [the] EU [European Union], they discussed a bit of human rights but we told them, it is the new administration, there’s a new policy. The president said maximum tolerance when it comes to human rights …” Source: Senate of the Philippines, Senate President Juan Miguel “Migz” Zubiri’s Press Conference (transcript), Nov. 7, 2022, watch 00:16 to 00:26",FALSE
"“We have a free media. You are [sic] guys are all free. [Nami-]misquote nga ako minsan, eh. Naiinis nga ako sa inyo minsan. You take my quote out of context kaya pinapa-record ko na, eh. Alam mo, we have a very free media as compared to Singapore, as compared to Malaysia, as compared to Vietnam.” (We have a free media. You are [sic] guys are all free. I’m even misquoted sometimes. I’m upset with you sometimes. You take my quote out of context. That’s why I’ve asked for everything to be recorded. You know, we have a very free media as compared to Singapore, as compared to Malaysia, as compared to Vietnam.) Source: Senate of the Philippines, Transcription of Senate President Juan Miguel “Migz” Zubiri’s Press Conference, Nov. 7, 2022",FALSE
"“Grabe Malaking gulo ito! General Bantag hinarang sa airport at pinapaamin na! Dating Pangulong Rodrigo Duterte nagulat sa itinuturo na isa pang MASTERMIND!” (Wow, this is a big mess! General Bantag blocked at an airport and asked to confess now! Former President Rodrigo Duterte shocked over the other tagged mastermind!)",FALSE
“Ang Unang Nuclear ng Pilipinas Dumating Na! Sandatahang Lakas ng Pilipinas Papantay na sa China (The first nuclear (submarine) of the Philippines has arrived! The Philippines’ Armed Forces will now be on par with China).” ,FALSE
"“YARE! GENERAL BANTAG BABALIK NA! SA WAKAS BISTADO NA! GEN. CATAPANG WILLING MAG PARAYA SA PWESTO (Dead! General Bantag returns! At last, caught! Gen. [Gregorio] Catapang willing to step down from seat)!”",FALSE
“Ang pinaka mapait at masakit sa mata. Ang ginawa ni bagyong paeng sa ating mga magigiting na magsasaka. PRAY FOR FARMERS! Ipanalangin natin ang mga apektado especially ang mga nawalan ng mahal sa buhay.”(The most bitter and painful to the eye. What typhoon paeng did to our brave farmers. PRAY FOR FARMERS! Let’s pray for those affected especially those who lost loved ones.),FALSE
“HARVARD DISSAPOINTED (sic) KAY LENI! INISCAM ANG MGA STUDENT SA KANYANG FREE LECTURE (Harvard is disappointed with Leni! Scammed students with her free lecture)!”,FALSE
“Raoul di naka porma sa galing ni Sandro | FPRRD at Amerika humanga kay Sandro (Raoul [Manuel] unable to counter Sandro [Marcos]’s brilliance | [Former president Rodrigo Roa Duterte] and America impressed by Sandro)”,FALSE
"“HALA! PRES MARCOS VP SARA TINAP0S (sic) MGA BUG0K (sic) SA UP! ‘AYAW SUMUNOD, ISARADO NA LANG!’ (Oh, no! PRES MARCOS VP SARA PUT AN END TO BAD EGGS IN UP! ‘DOES NOT WANT TO FOLLOW, JUST SHUT IT DOWN!’)” ",FALSE
"“KAKAMPINK, NAG-LASING NG LIMANG BUWAN DAHIL SA PAGKATALO NI LENI ROBREDO. Iniligtas ng ilang BBM supporters ang isang Kakampink na namataan na walang tigil ang kakainom dahil sa pagkatalo ng kaniyang kandidato. Aniya, ‘Titindig raw siya hanggang sa kamatayan para kay Leni’ tama ang kaniyang pinaglalaban nguni’t sinayang daw ng Pilipinas  (KAKAMPINK, DRANK ALCOHOL FOR FIVE MONTHS BECAUSE OF LENI ROBREDO’S DEFEAT. Some BBM supporters rescued a Kakampink who was seen drinking alcohol non-stop because of his candidate’s defeat. He said, ‘He will stand up for Leni until his death’ what she is fighting for is right but the Philippines wasted it).”",FALSE
"“MARCOS WEALTH ANG KATOTOHANAN! utang ng AMERICA sa ginto ni MARCOS MABABAYARAN NA? (Marcos wealth: the truth! America’s debt on Marcos gold to be paid?),  was posted on Sept. 23 by YouTube channel Foodie Neth (created on March 24, 2020) and reposted by FB page ADF 2.0 (created on November 20, 2020). ",FALSE
“Goodnews! Marcos Wealth ipopondo na para sa sambayanang Pilipino! 6M units pabahay ni PBBM nag-umpisa na (Marcos Wealth will be used for the Filipino people! 6M housing units program of PBBM has started)!”,FALSE
"“KAKAPASOK LANG! PRES BONGBONG UMAKSYON AGAD! TEDDY CASINO ARESTADO! RENATO REYES DINAMPOT! PNP AYOS(Just in! Bongbong Marcos took action! Teddy Casiño arrested! Renato Reyes picked up! Nice, PNP)!”",FALSE
"“Pag ang ulan tumila tapos biglang umaraw climate change na iyun. Iyun na ang climate change. Kaya huwag natin gawing biro kung di naman tayo seryoso.”(When the rain stops pouring then the sun suddenly shines, that’s climate change. That is climate change. So let’s not make fun of it when we are not serious.)",FALSE
“I understand a lot of requests have been made to the U.S. president. That is significant that he spoke only with President Marcos on the sidelines of the U.N. General Assembly.”,FALSE
"“Well, we are actually encouraging that this finally be resolved because I don’t want to make a legal opinion for which I am not qualified. But rather to say that we were never allowed to argue because when this case came out we were all in the United States. So when it was the time for us to answer, we had no chance to answer because we were nakakulong (detained) in Hickam Air Force Base.” Source: Toni Gonzaga Studio YouTube channel, An Exclusive Interview with President Ferdinand Bongbong Marcos Jr. | Toni Talks, Sept. 13, 2022, watch from 37:54 to 38:57",FALSE
“Good Job Marcos/Duterte #uniteam #pbbm #VPSARA #bongbongmarcos2022 #socvillegas #CPPNPA #GOODJOB #pandaytv02 #goodvibes #PRRD #DDS #salamat #UPDILIMAN #CLOSED #teamwork #kakampink.”,FALSE
"“Pambato Ng Liberal Sa 2028 Pinangalanan Na Ni Buguilat (sic) /leni Robredo Ekis Napantapat Daw Kay Vp Sara (Baguilat has named the 2028 slate of the Liberal Party; Leni Robredo, not a contender against VP Sara).”",FALSE
"“Ay, na-post! Thank you, Manay Loida Nicolas Lewis for the invite for #LenLen in Harvard! See the connection?” ‘It doesn’t have to be true. It just need (sic) to look like it.’ #AlamNaThis #KayaPala #Budol #Scam #PangUuto #Panlilinlang #Panloloko #Pambubudol.” (Oops, Posted! Thank you, Manay Loida Nicolas Lewis for the invite for #Lenlen in Harvard! See the connection? ‘It doesn’t have to be true. It just need (sic) to look like it.’ #NowWeKnow #That’sWhy #Swindle #Scam #Misleading #Deceiving #Fraud.)",FALSE
"“Talagang pinaglalaban po namin ‘yan. Sana huwag naman niya po pababayaan dahil pangatlong presidente na po siya;  ang dalawa walang nagawa. Ang pag-asa na lang namin, siya.”(We are really fighting for that. We hope he doesn’t abandon the case because he is the third president; the previous two were unable to do anything. He’s our only hope now.) Source: ABS-CBN News, Mary Jane Veloso’s father recounts family’s struggle due to her imprisonment, Sept. 4, 2022",FALSE
"May ilan na nagkakalat ng fake news tungkol sa pagbisita namin nina Angat Buhay Chairperson Leni Robredo sa DSWD kamakailan lang. Linawin lang po natin: pic.twitter.com/5bZgWa7Z8c
— raffy magno (@raffymagno) August 30, 2022",FALSE
"“It is public knowledge, Mr. Speaker, that two years ago, on the application for renewal of ABS-CBN’s franchise, this Congress — or the 17th Congress to be more particular — denied the application for renewal because the 17th Congress was able to establish several violations that justified the denial of the franchise. What are these, Mr. Speaker? I can recall a long list of violations…. ABS-CBN also operated and sold illegally (sic) millions of TV Plus black boxes without the approval of the National Telecommunications Commission. ABS-CBN also made telecasts on pay-per-view even without the authority of the conditional access system by the NTC.” Source: House of Representatives official YouTube channel, 19th Congress 1st Regular Session #08, Aug. 15, 2022",FALSE
“WALANG MADRENG NAGMAMAHJONG (No nun playing mahjong)?MAID IN MALACAÑANGMADE IN KATOTOHANAN (Made in truth)”,FALSE
"“Yes. Lethal injection is the universally accepted mode of carrying out death penalty, so okay tayo d’yan (I’m okay with that). We have to abide by that convention.” Source: CNN Philippines Official Youtube Channel, Sen. Bato dela Rosa | The Source, Aug. 3, 2022, watch from 25:33 to 25:45",FALSE
"“While the Philippines’ withdrawal from the Statute took effect on 17 March 2019, the Court retains jurisdiction with respect to alleged crimes that occurred on the territory of the Philippines while it was a State Party, from 1 November 2011 up to and including 16 March 2019.”",FALSE
"“Sabihin ko nakikinig naman lahat pati (I’m going to say it, everyone’s listening anyway, including [those concerned about]) human rights: if you go into drugs, you will destroy my country. And if you destroy my country, I will kill you. Iyon ang pinakaano ko — lalo na drugs.” Source: Presidential Communications Operations Office, 43rd Commencement Exercises of the PNPA for BSPS ‘Alab-Kalis’ Class of 2022 (Speech) 4/21/2022, April 22, 2022, watch from 44:17 to 44:33",FALSE
"“Pwede naman magtayo ng NGO, pero ‘wag naman po tayo makipagsapawan sa gobyerno kasi meron naman tayong gobyernong gumagalaw. ‘Wag po nating palabasin na ang gobyerno po ay hindi gumagalaw at kayo lang, dahil hindi po totoo ‘yan. Pwedeng tumulong, pero ‘wag po tayong mag-angat ng bangko dahil hindi lang naman kayo ang kumikilos.”(You can put up an NGO, but don’t overshadow the government because we have a government that functions. Don’t make it look like the government is not working, and only you are because that’s not true. You can help, but don’t blow your own horn because you’re not the only one moving).Source: For the Motherland – Sass Rogando Sasot Facebook page, Angat Buhay DSWD Issue, July 10, 2022",FALSE
"“First of all will be to try to increase production as we come into the harvest period during, before, and after the rainy seasons. Hopefully, we can counteract some of the increases in prices. You may have noted that Thailand and Vietnam, for example, one of our main sources of imported rice, have decided to ban their rice exports, at least for now. So, we have to compensate for that by increasing production here in the Philippines.” Source: ABS-CBN News Channel, FULL PRESS BRIEFING: President-elect Bongbong Marcos discusses economic priorities, June 6, 2022, watch from 5:40 to 6:22",FALSE
"“Walang nagugutom na bata noon kay Nutribun ang sagana. Hindi mo pa maubos. At saka kakainin mo, andyan parang semento sa tiyan; may kasama pang tagaktak ng Klim (na) gatas. Ang mga lolas and mommies talagang fully charged hanggang ngayon dahil powered by Nutribun.” (No child went hungry then because there was an abundance of Nutribun. You can’t even finish it. And when you eat it, it’s like cement in your tummy; there’s also a bit of Klim milk. The grandmothers and mommies are still fully charged up to now because they’re powered by Nutribun.) Source: Edna Gatchalian Encena personal Facebook account, IMEE MARCOS IS IN BUHANGIN DAVAO CITY (video), June 6, 2022, watch from 8:18 to 8:49",FALSE
"“Dear Imee – I hope the presentation is clear enough. The political aspects intentionally  excluded which I believe should be discussed with you personally — with some other  options in mind. Regards. Sincerely, Bibit.”",FALSE
"Israel has successfully tested the new “Iron Beam” laser interception system.This is the world’s first energy-based weapons system that uses a laser to shoot down incoming UAVs, rockets & mortars at a cost of $3.50 per shot.It may sound like science fiction, but it’s real. pic.twitter.com/nRXFoYTjIU— Naftali Bennett בנט (@naftalibennett) April 14, 2022",FALSE
"“When #BBM lost in 2016 (many say he was cheated), he went through the process of a protest and accepted the verdict.”Source: Jerry Suico Tundag Twitter Account, “When #BBM lost in 2016…,” April 25, 2022",FALSE
"“Si dating Pangulong Ferdinand E. Marcos ay isa sa kanila, sundalo at lider ng guerilla intelligence group na ‘Ang Mga Maharlika’.” (Former president Ferdinand E. Marcos was one of them, a soldier and a leader of a guerilla intelligence group called ‘The Maharlikans’.) Source: Facebook page Jhonylucastv, Mabuhay ang mga magigiting na Pilipinong…, April 9, 2022",FALSE
"“Lahat ng pumunta [sa] Mindanao, umalis sa bayan nila kasi naghahanap ng greener pasture, kagaya ng tatay ko,  mahirap man sila doon sa Danao, Cebu City — ah Cebu — Danao City, Cebu Province. Eh hawak nila Durano — Durano family matagal, ilang — about almost 15 decades. After the war, sila na … Pinsan namin because ‘yung asawa Duterte… Kaysa magpatayan — ganoon talaga ang nangyari — magkainitan, sumibat na lang siya. Dinala kami doon sa Mindanao. So laking hirap talaga ako.”(Everybody who went to Mindanao, they left their town to search for greener pastures, like my father. They were poor from Danao City, Cebu. But the Durano family rules [Danao City]. The Durano family has been [in power] for almost 15 decades. After the war, they began ruling …We are cousins because the spouse is a Duterte … To prevent any killings — that would really happen — or conflict, [my father] left. He brought us to Mindanao. So I really grew up in poverty.)Source: Presidential Communications Operations official website, Talk to the People of President Rodrigo Roa Duterte, April 4, 2022, watch from 26:59 to 28:02",FALSE
"“Philstar is now a venue for fake news. It reported Robredo is more searched than Marcos. This is false.”Source: Bobi Tiglao official FB account, “Philstar is now a venue for fake news…,”, March 11, 2022",FALSE
"“Alam niyo po, wala pang 30 million ang napabakunahan. Inflated ang figures nila … E bakit kung talagang marami — 76 million ang hindi vaccinated. In fact, ang vaccination is only artificial, it can only produce artificial immunity for three months kaya nga may booster e. Kasi kung talagang magbibigay ng herd immunity ‘yan, e ‘di dapat wala nang booster.”(You know, the [number of] vaccinated people has not reached 30 million. Their figures are inflated … If there is really a lot — 76 million [people] are not vaccinated. In fact, vaccination is only artificial, it can only produce artificial immunity for three months. That’s why there is a booster because if [vaccination] can really provide herd immunity, then there should be no booster anymore.)Source: Politiko TV Channel, Balitang Sapol With Presidential Candidate Dr. Joey Montemayor, March 1, 2022, watch from 8:46 to 9:11",FALSE
"“Alam ninyo iyong project na in-initiate ni Bongbong Marcos doon sa Ilocos Norte? Iyong windmill power source? Iyan ang pinakamalaking windmill energy producer in Southeast Asia. So dapat kopyahin natin iyon. Ipalaganap natin iyon.”(Do you know the project initiated by Bongbong Marcos in Ilocos Norte? The windmill power source? It is the largest windmill energy producer in Southeast Asia. So we have to copy that. Let’s replicate that.)Source: SMNI News, What legislations will you propose to accelerate the development of renewables?, March 2, 2022, watch from 7:03 to 7:23",FALSE
"“This coming elections, itataya ko ang pagka-pari ko. Kung di kayo buboto sa matinong kandidato, wag na kayong magsimba. Pa lector-lector pa sa simbahan, pa quote-quote pa ng bible. Tapos susuporta naman sa demonyo? Anong klase kayo.At handa na rin akong mawalan ng kaibigan kung ganyan din lang.”(This coming election, I will put my priesthood at stake. Unless you vote for a sane candidate, don’t go to mass. You volunteer as lectors and quote the Bible, but you will support a demon? What kind are you? I’m ready to lose my friends if it is just like that.)",FALSE
"“Some people can’t be called ‘human’ and they have forfeited their right to live among people who revere and love life. Joma Sison is one of them. Buti deds na (It’s a relief [he’s] dead). And Chad Booc is another.”Source: Lorraine Marie T. Badoy official Facebook account, “No Tears For Terrorists,” Feb. 25, 2022 (Archived)",FALSE
"“Ang diperensya diyan, sinasabi na kasi na ninakaw (ang $650 million). Hindi naman ninakaw eh. Sa kanila ‘yun eh. ‘Yun ang diperensya.”(The problem there is, they’ve been saying these were stolen. They were not stolen. That’s theirs. That’s the problem.)Source: ABS-CBN News Channel 24/7, Why Chavit Singson is campaigning for Bongbong Marcos, Sara Duterte? | ANC, Feb. 18, 2022, watch from 12:12 to 12:18",FALSE
"“Itong si Leni, isa pang pasaway itong si Leni. Nag-demand pa ng personality sa media na mag-i-interview sa kanya, sasali sa debate. Nung pagbigyan, umatras din. Anong klaseng kandidato ‘yan?”(This Leni, Leni is just as stubborn. She demanded that another media personality interview her, to join the debate. After being accommodated, she still backed out. What kind of candidate is that?Source: SMNI News, Mike Abe: Wala kayong isang salita, mambobola kayo, Feb. 15, 2022, watch from 17:40 to 17:54",FALSE
"“‘Yung Big Dipper kasi, MJ, dapat ang nanguna sa imbestigasyon nito [ay] ‘yung Bureau of Internal Revenue (BIR) sapagkat ang pinag-uusapan natin dito ay ‘yung malalim na isyu ng tax evasion. Talagang ginamit nila ‘yung Big Dipper para … itago nila ‘yung karampatang buwis na dapat na bayaran ng ABS-CBN.”(MJ, the Bureau of Internal Revenue should have led the investigation of Big Dipper because we’re talking about the deep issue of tax evasion here. They (ABS-CBN Corporation) really used Big Dipper to … hide the right amount of taxes that ABS-CBN should pay.)Source: SMNI News Official Youtube Channel, LIVE! Point of Order | February 5, 2022, Feb. 5, 2022, watch from 38:10 to 38:33",FALSE
"“No one remembered that Noynoy Aquino did not participate in the 2010 debates. In the latter case, it was a correct tactical decision: Aquino was leading all rivals.”",FALSE
"“In a new report published on the COA website, state auditors said the Quezon City government’s purchases violated the Procurement Law and its implementing regulations, as well as accounting rules.”Source: Mike Defensor Official Facebook Page, Media Release (Archive), Jan. 23, 2022",FALSE
"pic.twitter.com/kbKDssswyX— Department of Health (@DOHgovph) January 4, 2022",FALSE
"“Sabi mo Madam, dapat walang palakasan. Bakit iyong anak mong dumating derecho sa bahay, hindi dumaan sa Quarantine Protocol?”(Madam, you said no one should be exempted. Why did your child who came back (from abroad) go straight to your house and not undergo quarantine protocol?)Source: Jay Sonza official Facebook account, Sabi mo Madam, dapat walang palakasan,.. (perma.cc), Dec. 31, 2021",FALSE
"“The first 8 Omicron symptoms that should never be ignored which can appear as quickly as 48 hours after you’ve been infected. Please read on.”Source: Dr. Tony Leachon (@DrTonyLeachon) official Facebook page, “The first 8 Omicron symptoms…,” Jan. 3, 2022",FALSE
"“SAMANTALA… ITO ANG KAGANAPAN SA SAN JOSE CITY, NUEVA ECIJA KANINA NA HINDI LUMABAS SA MGA BIAS (sic) TV STATIONS AT ONLINE NEWS (as usual).”(Meanwhile… This is the event in San Jose City, Nueva Ecija earlier that did not appear on biased TV stations and online news (as usual).)Source: Erwin Tulfo official Facebook page, SAMANTALA…, Dec. 5, 2021",FALSE
"“…shall be dismissed from the public service and perpetually disqualified from holding any public office, to vote and to participate in any election.”Source: Bureau of Internal Revenue, National Internal Revenue Code (Sec. 253c), Accessed Nov. 9, 2021",FALSE
"“We stand by the Degree confirmation which was issued by the University of Oxford. It is up to anyone to question or challenge this with the said university if they so please.”Source: ABS-CBN News, Presidential aspirant Bongbong Marcos’ camp…, Oct. 23, 2021; Inquirer.net official Twitter account, JUST IN: Bongbong Marcos’ camp responds to the statement of Oxford Philippines Society…, Oct. 23, 2021; Rappler, Oxford: Bongbong Marcos’ special diploma ‘not a full graduate diploma’, Oct. 27, 2021",FALSE
"“Mao na sa dagan sa panahon, medyo ang taong nakasabot nga ang PDP pro-poor gyud na fundamentally. Ang nidato si … ang dato lang sa PDP si Romualdo kay nimata siguro siya niadtong unang panahon … it’s an island, Camiguin eh. Pero ang ako pung balita na kanang lanzones gud ang nagdaan ng liso nga original si Romualdo.”(As time went by, the people began to understand that PDP is really fundamentally pro-poor. The only one who became rich … the only rich person in PDP is Romualdo because he may have been one of the early birds … it’s an island, Camiguin. I heard that Romualdo was the one who first brought the original lanzones seed there.)Source: RTVMalacanang, PDP-Laban Oath-Taking of New Members and Proclamation of Local Candidates (Speech) 10/16/2021, Oct. 16, 2021, watch from 15:03 to 15:50 (transcript)",FALSE
"“Katong mga dato, mga Liberal niadto, mga… You know, the big — kamo nahibaw mo’g kinsa — they were funded by the oligarchs. So tan-awa og unsa’y nahitabo. Ang tubig gihatag sa Ayala…”(The rich people, the Liberal went there, the… You know, the big — you know who they are — they were funded by the oligarchs. Now look at what happened. They gave the water to the Ayala….)",FALSE
"VP Leni Robredo has not been disqualified. Video and articles that imply or suggest otherwise are #fakenews. COMELEC’s reminders on prohibited sources of funding apply to all would-be candidates. #fightfake— James Jimenez (@jabjimenez) October 17, 2021",FALSE
"“Sa palagay ko kasi ang dati nating usapan sa China tungkol nga sa West Philippine Sea ay sa bilateral exchange. Lagi tayong nakikipag-usap sa China. ‘Pag may problema tayo lagi nating dinadala sa kanila, and the other way around. Iyon ang ating naging sistema noon hanggang 2010 na kinasuhan, nag-file tayo ng kaso sa ICC. Nagka-harden … both parties hardened their positions … Kaya tayo napunta sa gan’tong sitwasyon.”(I think our former arrangement with China regarding the West Philippine Sea was through a bilateral exchange. We always talked with China. We bring our concerns there, and the other way around. That was the old system until 2010 when we filed a case in the ICC. Both parties hardened their positions … That’s why we are in this situation.)",FALSE
"“DOOR TO DOOR PAYOUT PARA SA 10K MONTHLY ALLOWANCE SA NANAY AT HOUSEWIFE, SINIMULAN NA NGAYONG ARAW! NARITO ANG DETALYE (Door to door payout for P10K monthly allowance for mothers and housewives starts today! Here are the details).”",FAKE
"“P10K MONTHLY ALLOWANCE PARA SA MGA SENIOR CITIZENS AT PWD, APRUBADO NA (P10k monthly allowance for senior citizens and PWDs, approved)!”",FAKE
"“Anyone can be vaccinated, provided with tocilizumab, or admitted in hospitals even if they don’t reside in Manila,”",FAKE
“I won’t win. I’m not well-known.”,FAKE
“We cannot comment on posts that are not in our official social media accounts and website.”,FAKE
“an example for the masses in choosing the right candidate.”,FAKE
"“A lot of the agencies have been pouring out tremendous effort and resources already for this [anti-drug] campaign, and yet ganoon pa din kataas iyong numero (the numbers are still high)…Why don’t we reassess?”",FAKE
"“Wag seryosohin, good vibes lang (Don’t take this seriously, this is just good vibes).”",FAKE
"“comparable, superior, nor equivalent to one.”",FAKE
“BBM LNG [sic] MALAKAS MANILA BAY #MANILA #MANILABAY #bbmfor2022president #BBM.”,FAKE
"“Sa totoo lang, medyo naasiwa ako na, at this point, issue pa rin sa atin ang face shield. Imbes sana na napagkakagastusan natin ‘yon, idagdag nalang natin sa pondo sa bakuna.”",FAKE
“BBM is an intelligent leader. I hope he win (sic) in 2022.”,FAKE
"“Panahon ang bagong taon para sa bagong simula (The new year is a time for a new beginning),”",FAKE
“facilities and equipment for the specialized tracks.”,FAKE
"“Kung totoong nirerespeto nyo ako, di nyo iboboto si Bongbong dahil sinungaling yan at magnanakaw ang pamilya nya (If you truly respect me, you wouldn’t vote for Bongbong because he’s a liar and his family are thieves).”",FAKE
"“greatest robbery of a government,”",FAKE
"“You are too much Mr. President! Kung talagang cocaine addict si dad (Bongbong Marcos), bakit di mo sya naisama sa drug matrix mo (If my dad was really a cocaine addict, why was he not included in your drug matrix)? All I can say your war on drugs was a failure like your face.”",FAKE
“very weak leader … except for the name.”,FAKE
"“Miyerkules na ulit bukas. Pwede na nating gawin ito, habang suot ang pink na kulay na pinapangarap natin bukas,”",FAKE
"“Kung elitista’t mayaman ka, KAKAMPINK [supporter of Robredo] ka. Kung mahirap kang atat sa tunay na pagbabago, kasangga mo ako. Tapat na serbisyo ko ang kailangan mo. Kitakits sa 2022! (If you’re elitist and rich, you’re KAKAMPINK [supporter of Robredo]. If you’re poor and in a hurry for real change, I’m your guy. What you need is my honest service. See you in 2022!)”",FAKE
“obviously done to put (them) in a bad light.”,FAKE
"“It’s ironic that my cousins – Bongbong and Imee are very fond of using the word ‘unity,’ when they themselves can not unite our family. Unity only applies to them when you bow down to their wishes and caprices. I can not by principle endorse Bongbong as a President nor his son Sandro as Congressman for the 1st District of Ilocos Norte. They are both fraudsters, who do not possess intellectual nor leadership skills. They do not know hard work, that’s why they never achieved anything in their lives.”",FAKE
"“Since the theme is flora and fauna, pwedeng flower (it can be a flower), let’s say sampaguita… The BSP does not know yet the design of other denominations,”",FAKE
"“While we were having our cabinet meeting, a voice clip of a woman spread around yesterday, saying there will be a total lockdown and martial law. This is fake news,”",FAKE
