Post Title,Time Posted,Post Link,Image URL,Description,Classification,Quotes 1,Quotes 2,Quotes 3,Quotes 4,Quotes 5,Quotes 6,Quotes 7,Quotes 8,Quotes 9,Quotes 10,Quotes 11,Quotes 12,Quotes 13
"VERA FILES FACT CHECK: Viral video shows 2015 experiment, NOT nanobots in COVID-19 vaccines",2021-09-17T17:08:00+00:00,https://verafiles.org/articles/vera-files-fact-check-viral-video-shows-2015-experiment-not,https://verafiles.org/wp-content/uploads/2316/31/091621-false-petri-dish-vaccine_2.png,It has nothing to do with COVID-19.,FALSE,"“pakinngan nyo po sa lhat ng nabukunahan nkkatakot kong totoo man to Bahala si Lord satin at buong mundo (To all those who got vaccinated, listen to this. This is scary. If this is true, may the Lord take care of us and of the whole world)… in Jesus Name.”",“what happens inside vials of vaccines.”,,,,,,,,,,,
VERA FILES FACT CHECK: Video claiming Drilon found guilty of corruption is FALSE,2021-09-21T20:50:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-claiming-drilon-found-guilty-cor,https://verafiles.org/wp-content/uploads/9816/32/092021-false-marcoleta-drilon-sea-games_1.png,It revived an old unproven claim against the opposition lawmaker.,FALSE,“JUST IN : HALA! Cong.MARCOLETA HARAPANG BINASAG si DRILON/ ₱2.3B na KINURAK0T sa GOBYERNO IBINUNYAG (Cong. Marcoleta shames Drilon face-to-face/ ₱2.3 billion stolen from gov’t revealed).”,,,,,,,,,,,,
"VERA FILES FACT CHECK: Robredo, Pacquiao, Moreno NOT disqualified to run in 2022",2021-09-23T14:19:00+00:00,https://verafiles.org/articles/vera-files-fact-check-robredo-pacquiao-moreno-not-disqualifi,https://verafiles.org/wp-content/uploads/6816/32/092121-false-dqs-for-2022.png,The content of the eight-minute video did not substantiate its headline.,FALSE,“KAKAPASOK LANG (JUST IN) PRES DUTERTE BBM PACQUIAO MAYOR ISKO LENI DISQUALIFIED 1”,,,,,,,,,,,,
VERA FILES FACT CHECK: Netizens resurface INACCURATE claims about Martial Law,2021-09-27T18:06:00+00:00,https://verafiles.org/articles/vera-files-fact-check-netizens-resurface-inaccurate-claims-a,https://verafiles.org/wp-content/uploads/9816/32/092021-false-ninoy-caused-ml_WEB_copy.png,That the opposition leader during the Marcos dictatorship founded two rebel organizations which prompted the declaration of martial law is unsubstantiated.,FALSE,“informal and practical cooperators from late 1968 up to [Aquino’s] assassination (in 1983).”,"“WALA UTANG ANG MGA PILIPINO SA AMA MO! | Bagkus Ang Ama Mo Ang Dahilan Kung Bakit Nagdeklara Nang MARTIAL LAW (Filipinos don’t owe your father anything! In fact, your father was the reason why martial law was declared)!”",,,,,,,,,,,
VERA FILES FACT CHECK: Winnie Monsod’s ‘nangangamote’ remark on Bongbong Marcos is NOT TRUE,2021-09-29T18:47:00+00:00,https://verafiles.org/articles/vera-files-fact-check-winnie-monsods-nangangamote-remark-bon,https://verafiles.org/wp-content/uploads/5416/32/092821-false-mareng-winnie-bbm.png,It's a warped version of her actual remark.,FALSE,"“Sa mga kandidato ho, ang kilala ko talaga ay si Leni, si Alan, si Chiz … Estudyante ko ‘yan noon. But Leni was talagang [UP] School of Economics. Si Bongbong Marcos naturuan ko na rin kasi nung nasa England siya, medyo hindi niya naiintindihan economics. Pinapunta ako sa Palasyo.”","“Naging estudyante ko na si Leni, Chiz, Cayetano, at Bong Bong. Sa kanilang apat, si Bong Bong lang yung nangangamote sa economics.”",,,,,,,,,,,
"VERA FILES FACT CHECK: NO U.S. bashing of Bongbong Marcos, as video claims",2021-09-30T13:28:00+00:00,https://verafiles.org/articles/vera-files-fact-check-no-us-bashing-bongbong-marcos-video-cl,https://verafiles.org/wp-content/uploads/8716/33/092621-false-bbm-duterte-bbm-vs-us_1.png,"Neither Trump nor Biden made comments towards Marcos recently, as shown by the lack of official record from the U.S. government or any report from legitimate media organizations.",FALSE,“find its way into the 2022 elections in the Philippines.”,"“the alleged torture, summary execution, and engineered disappearance”",“JUST IN: HALA! AMERICA NAGPASAB0G ng PANINIRA kay BONGBONG MARCOS! PRES DUTERTE NAGULANTANG (Just in: Oh no! America unleashes attack against Bongbong Marcos! President Duterte is shocked)!”,,,,,,,,,,
VERA FILES FACT CHECK: Post on 'revised history books' against Marcoses carries FALSE claims,2021-09-30T15:35:00+00:00,https://verafiles.org/articles/vera-files-fact-check-post-revised-history-books-against-mar,https://verafiles.org/wp-content/uploads/3416/32/092321-false-marcos-claims-compilation_web-copy.png,"Historians tell otherwise, as the Marcoses have a history of commissioning books with their own version of their story about former dictator Ferdinand Marcos Sr. and his 21-year-old martial law rule.",FALSE,“a potential hazard to the health and safety of the public.”,“for reasons of safety and economy.”,“effect on the living conditions of the poor was virtually nil.”,“1986 nung simulang palitan ang mga aklat. Kaya hanggang ngayon yung maling akala at pabor sa mga Aquino lang nababasa ng mga kabataan (It was in 1986 when books were [revised]. So up to now the youth only read about wrong perceptions [against the Marcoses] and those that favor the Aquinos).”,,,,,,,,,
"VERA FILES FACT CHECK: Netizens revive old, FALSE allegations against CHR",2021-10-01T16:17:00+00:00,https://verafiles.org/articles/vera-files-fact-check-netizens-revive-old-false-allegations,https://verafiles.org/wp-content/uploads/4416/33/092821-false-beverly-salviejo-on-chr_web-copy.png,"The CHR has also published an FB post providing relevant context, documents, and investigation reports refuting each allegation.",FALSE,"“cannot prevent a crime that occurred prior to its establishment,”",“instrumentalization of the poor and vulnerable”,“induced to join the protest action through deceit.”,“did not shout and raise their voices”,“not shouting and raising their voice”,,,,,,,,
VERA FILES FACT CHECK: FALSE claim that PH was second richest to Japan under Marcos era reappears online,2021-10-06T14:55:00+00:00,https://verafiles.org/articles/vera-files-fact-check-false-claim-ph-was-second-richest-japa,https://verafiles.org/wp-content/uploads/6016/33/false-marcos-phandjapan.png,The Philippines never ranked second to Japan between 1965 and 1986.,FALSE,"“Second, remember the differences in governance. One is secretive with minimal transparency and the other started transparency in government transactions and freedom of information,”",“cannot and should not be compared to each other”,“BAGO KAYU MAGHUSGA KAY MARCOS AT BAGO NIO SIA LAITIN DAPAT IPOST NIO DITO KUNG ANU BA MGA NAGAWANG IMPRASTRAKTURA NI CORY AQUINO NUNG PUMALIT SIA KAY MARCOS. NATAPATAN NIA BA MGA PROYEKTO NI MARCOS?? MAY NAIPAGAWA BA SIA KAHIT ANU??? ILABAS NIO NGAYUN BAGO KAYU MAGPATUTSADA JAN.”,“MAGKANO BUDGET NIA DUN?? 1 TRILLION PONDO NIA IN 6 YEARS.. MAS MALAKI PA SA GINASTOS NI MARCOS NI 20YEARS NA 400BILLION LNG NAPUNO NA NG IMPRASTRAKTURA ANG PILIPINAS.”,“The end of Marcos’s rule saw the country experience its worst recession in post-war history.”,"“We believe Marcos is the best President. If I stole money from the people, why the Philippines is (sic) the richest country second to Japan?”",,,,,,,
"VERA FILES FACT CHECK: Robredo DID NOT back out, will run for president in 2022",2021-10-07T23:02:00+00:00,https://verafiles.org/articles/vera-files-fact-check-robredo-did-not-back-out-will-run-pres,https://verafiles.org/wp-content/uploads/1316/33/100421-false-robredo-backs-out-pres.png,Robredo officially declared her presidential run on the morning of Oct. 7.,FALSE,“confirmation that she will never run for president in the upcoming elections.”,"“JUST IN: VP LENI, UMURONG NA SA PAGTAKBO BILANG PRESIDENTE SA 2022?? | NATAKOT NGA BA KAY BBM (VP Leni already backed out from the 2022 presidential race? Did she get scared of BBM)?!”",,,,,,,,,,,
"VERA FILES FACT CHECK: Go, Moreno, Pacquiao and Robredo NOT backing out",2021-10-08T23:46:00+00:00,https://verafiles.org/articles/vera-files-fact-check-go-moreno-pacquiao-and-robredo-not-bac,https://verafiles.org/wp-content/uploads/3216/33/100521-false-bbm-sara-file-coc.png,"They have not recalled their COCs, contrary to the claim of a viral video.",FALSE,"“JUST IN : PRES DUTERTE CONFIRMED! MARCOS MAYOR SARA NAGFILE ng COC SEN.GO ISKO PACQUIAO LENI UMATRAS (Marcos, Mayor Sara files COC; Sen. Go, Isko, Pacquiao, Leni backs out).”",,,,,,,,,,,,
VERA FILES FACT CHECK: Claim about Pharmally exec's accusation vs Hontiveros NOT TRUE,2021-10-10T01:44:00+00:00,https://verafiles.org/articles/vera-files-fact-check-claim-about-pharmally-execs-accusation,https://verafiles.org/wp-content/uploads/2616/33/100521-false-mago-blames-risa_web-copy.png,She made no such allegation against the senator.,FALSE,“tarnish his image for the upcoming elections.”,"“KRIZLE MAGO, UMAMIN NA| HONTIVEROS ITINURONG SALARIN PARA IDIIN at PASAMAIN ang GOBYERNO (Krizle Mago confesses | Hontiveros pointed as the culprit for framing and undermining the government)!?!”",,,,,,,,,,,
VERA FILES FACT CHECK: Tokyo Skytree’s pink light display DID NOT symbolize support for Robredo,2021-10-13T13:38:00+00:00,https://verafiles.org/articles/vera-files-fact-check-tokyo-skytrees-pink-light-display-did,https://verafiles.org/wp-content/uploads/5216/34/101121-false-tokyo-skytree-for-leni_web-copy.png,"On Oct. 1, 2021, the Tokyo landmark, which also serves as a broadcast and communications tower, featured a special light display in celebration of Breast Awareness Month, according to its official website.",FALSE,“reducing inequality within and among countries.”,"“has become the universal symbol of breast cancer, illustrating the cause, raising awareness and bringing together women in solidarity.”",“LENI FEVER! Tokyo SkyTree is for VP Leni Robredo. #LabanLeni2022 (#LeniFight2022).”,,,,,,,,,,
VERA FILES FACT CHECK: Video with multiple FALSE claims on Marcos’ Swiss bank accounts back online,2021-11-04T17:29:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-multiple-false-claims-marcos-swi,https://verafiles.org/wp-content/uploads/3516/36/102121-false-marcos-bank-account-creation_web-copy.png,"It claimed, among other things that the money deposited by the Marcoses did not come from ill-gotten wealth.",FALSE,,,,,,,,,,,,,
​​VERA FILES FACT CHECK: Thai protest photo FALSELY claimed to show Marcos Jr. caravan,2021-11-10T14:15:00+00:00,https://verafiles.org/articles/vera-files-fact-check-thai-protest-photo-falsely-claimed-sho,https://verafiles.org/wp-content/uploads/5916/36/111021-red-day-false.png,It surfaced the same day Marcos supporters held a motorcade in Ilocos Sur.,FALSE,"“Happy Red Day! Lets Support Bongbong Marcos. Sama Sama Tayong Babangon Muli (Together, we will rise again).”",,,,,,,,,,,,
VERA FILES FACT CHECK: FALSE 2016 report on Robredo’s disqualification resurfaces,2021-11-11T09:09:00+00:00,https://verafiles.org/articles/vera-files-fact-check-false-2016-report-robredos-disqualific,https://verafiles.org/wp-content/uploads/6016/36/010321-false-leni-disqualified-from-vp_1.png,"The claim was invalid then because the LP was able to submit its SOCE for the elections several days before the extended deadline set by the election body. No disqualification took place and Robredo was sworn into office as the country's 14th vice president on June 30, 2016.",FALSE,,,,,,,,,,,,,
"VERA FILES FACT CHECK: Video makes FALSE claims about Marcos human rights victims, ABS-CBN",2021-11-12T12:31:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-makes-false-claims-about-marcos,https://verafiles.org/wp-content/uploads/9016/36/102821-false-tiktok-marcos-katotohanan.png,"In 1995, about 10,000 victims of human rights violations under the Marcos dictatorship won a class-action lawsuit filed in Hawaii.",FALSE,“Dark Legacy: Human Rights under the Marcos Regime”,"“to recognize the heroism and sacrifices of all Filipinos who were victims of summary execution, torture, enforced or involuntary disappearance and other gross human rights violations”","“torture, murder and disappearances of fellow Filipinos.”","“Biased ang pagbabalita ng ABS-CBN. Tulad na lang halimbawa kapag tungkol sa mga Marcos ang topic, ang lagi nilang inilalabas ay mga biktima kuno ng Martial Law, human rights violation at kung anu-ano pang mga bintang na kailanman ay hindi napatunayan sa harap ng korte,”",,,,,,,,,
VERA FILES FACT CHECK: FB Page FALSELY claims children have “natural immunity” against COVID-19,2021-11-12T19:47:00+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-page-falsely-claims-children-have-n,https://verafiles.org/wp-content/uploads/7916/36/111121-false-children-natural-immunity.png,"The Department of Health (DOH) on Nov. 8 denounced the claim. “Maaari pa ring makakuha ng COVID-19 at ma-ospital ang mga bata dahil dito, at maaari rin nila maipasa sa ibang tao” (Children can still be infected with COVID-19 and be hospitalized, and also transmit the virus to others), the DOH said in a statement.",FALSE,“significantly reduce [COVID-19] mortality nor improve other clinical outcomes”,"“Why Kids Don’t Need These Jabs,”",“severe or life-threatening reactions are extremely rare.”,“[children] are at a much lower risk of getting severe disease compared to older adults.”,"“Maaari pa ring makakuha ng COVID-19 at ma-ospital ang mga bata dahil dito, at maaari rin nila maipasa sa ibang tao (Children can still be infected with COVID-19 and be hospitalized, and also transmit the virus to others),”",,,,,,,,
VERA FILES FACT CHECK: Video FALSELY claims SC officially ‘sided’ with Marcos in COC cancellation case,2021-11-13T13:51:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-falsely-claims-sc-officially-sid,https://verafiles.org/wp-content/uploads/8016/36/111121-false-sc-on-marcos-dq-case.png,This is not true. The petition filed with the Commission on Elections (Comelec) to cancel his Certificate of Candidacy (COC) has yet to reach the High Court as the poll body is only now preparing to hear the case.,FALSE,“perpetual disqualification to hold public office.”,“shall be dismissed from the public service and perpetually disqualified from holding any public office.”,“if the Commission’s decision is brought by the aggrieved party to said Court”,,,,,,,,,,
VERA FILES FACT CHECK: Video with FALSE pro-Marcos claims revived,2021-11-17T11:56:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-false-pro-marcos-claims-revived,https://verafiles.org/wp-content/uploads/9216/37/100721-marcos-claims-compiled_web-copy.png,This includes some which have been debunked several times over.,FALSE,"“We have not yet seen a pre-1964 profile of Marcos stating that he obtained the highest bar exam results in history. Best we can tell, that claim, and the unverifiable story that his score was lowered by the Supreme Court after a one-of-a-kind oral re-examination, were all fabrications put to print only in 1964… for campaign purposes,”","“still holds the highest score in the Philippine Bar Examinations,”",,,,,,,,,,,
"VERA FILES FACT CHECK: ‘Psychic witch’ FALSELY claims COVID-19 vaccines contain microchips, turn people into robots",2021-11-18T16:52:00+00:00,https://verafiles.org/articles/vera-files-fact-check-psychic-witch-falsely-claims-covid-19,https://verafiles.org/wp-content/uploads/5116/37/111621-covid-19-robot-conspiracy.png,"There are no microchips in the COVID-19 vaccine. “It is impossible to place a microchip inside your body when getting vaccinated,” said the World Health Organization (WHO) on July 17 in a FB post.",FALSE,“rigid screening and quality control to ascertain safety.”,"“It is impossible to place a microchip inside your body when getting vaccinated,”",,,,,,,,,,,
VERA FILES FACT CHECK: Cases vs Bongbong Marcos’ candidacy have NOT been junked,2021-11-19T20:29:00+00:00,https://verafiles.org/articles/vera-files-fact-check-cases-vs-bongbong-marcos-candidacy-hav,https://verafiles.org/wp-content/uploads/6616/37/111821-false-dq-bongbong-junked_web-copy.png,The Comelec is expected to hear the first petition on Nov. 26.,FALSE,"“JUST IN: DILAWAN, KUMPIRMADONG BIGONG MAPA-DISQUALIFY si BONGBONG MARCOS| KAMPO ni ROBREDO NANLUMO (Yellows, confirmed to have failed in disqualifying Bongbong Marcos | Robredo camp disheartened)!”",,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos DID NOT receive 21M votes in 2016 VP bid,2021-11-23T13:21:00+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-did-not-receive-21m-votes-2016,https://verafiles.org/wp-content/uploads/7116/37/111821-false-marcos-jr-21m-votes-in-2016.png,A cursory search showed the clip was lifted from a 13-minute-long YouTube video that was already flagged as false by VERA Files Fact Check last May.,FALSE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Photo of Marcos Jr. showered with confetti was NOT taken in Cagayan,2021-11-23T22:56:00+00:00,https://verafiles.org/articles/vera-files-fact-check-photo-marcos-jr-showered-confetti-was,https://verafiles.org/wp-content/uploads/2416/37/112321-false-bbm-confetti-photo_web-copy.png,It was actually taken at his miting de avance in Mandaluyong in May 2016.,FALSE,“we are making history for #BBM! this is history in Cagayan Valley!”,,,,,,,,,,,,
VERA FILES FACT CHECK: Filipina vlogger offers FALSE interpretation of new dictionary definition for ‘vaccine’,2021-12-02T08:09:00+00:00,https://verafiles.org/articles/vera-files-fact-check-filipina-vlogger-offers-false-interpre,https://verafiles.org/wp-content/uploads/2116/38/112921-false-merriam-webster-vaccine-definition_web-copy.png,"In the most updated version of the term, Merriam-Webster.com enumerated the different types of materials used for vaccines such as a cell’s spike protein or messenger ribonucleic acid, a weakened version of a bacterium or virus, or components such as proteins or toxins created by a bacterium or virus. There was no mention of graphene oxide.",FALSE,"“revised to reflect more scientifically accurate language… and to provide more context and detail than previously possible in print dictionaries,”",“What is this toxin? It’s graphene oxide that they put in. They themselves have admitted that there is poison.”,“an antigenic preparation of a typically inactivated or attenuated… pathogenic agent (such as a bacterium or virus) or one of its components or products (such as a protein or toxin).”,,,,,,,,,,
"VERA FILES FACT CHECK: Online posts FALSE, media DID report on Marcos Jr. at SAF44 event",2021-12-02T11:51:00+00:00,https://verafiles.org/articles/vera-files-fact-check-online-posts-false-media-did-report-ma,https://verafiles.org/wp-content/uploads/4816/38/120121-false-marcos-saf-44.png,Several media organizations mentioned that Marcos was at the ceremony.,FALSE,"“Fackt our mainstream media! Look at the grief of this man! How come we didn’t know about this?! He saluted every single SAF-44 then but not a single fcking media told us about it! To think, Noynoy Aquino was not here to receive them!!!”","“Adi u mapansin walang na media sa kanya, ammu tayun very biased ti Mainstream Media (Haven’t you noticed how the media won’t report on him, we already know that the Mainstream Media is very biased).”",,,,,,,,,,,
VERA FILES FACT CHECK: Court rulings against the Marcoses belie claims they had no ill-gotten wealth,2021-12-06T08:52:00+00:00,https://verafiles.org/articles/vera-files-fact-check-court-rulings-against-marcoses-belie-c,https://verafiles.org/wp-content/uploads/3516/38/120121-false-marcos-cases.png,"Prior to the post’s publication, there were at least two Supreme Court (SC) decisions confirming the thievery of the Marcoses.",FALSE,“The UniTeam Alliance’‘ was announced. It will be supporting Ferdinand “Bongbong”,,,,,,,,,,,,
VERA FILES FACT CHECK: Isko wrongly claims no ICC signatories assert the Philippines’ arbitral win,2021-12-06T15:35:00+00:00,https://verafiles.org/articles/vera-files-fact-check-isko-wrongly-claims-no-icc-signatories,https://verafiles.org/wp-content/uploads/6316/38/isko-icc_claim.jpg,"Manila City Mayor Francisco “Isko Moreno” Domagoso, who is running for president in the May 2022 elections, falsely claimed that no member state of the International Criminal Court (ICC) asserted the 2016 arbitral award on the South China Sea dispute that invalidated China’s expansive claims in the maritime area.",FALSE,“charged with the gravest crimes of concern to the international community;”,,,,,,,,,,,,
"VERA FILES FACT CHECK: Graphic makes FALSE, UNPROVEN claims vs Aquino family",2021-12-06T16:38:00+00:00,https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-unproven-claims-vs,https://verafiles.org/wp-content/uploads/6816/38/112421-false-aquino-selling_web-copy.png,A nearly three-year-old Facebook post against the Aquino family is being revived online.,FALSE,“plainly too costly for the Government to support and manage properly.”,,,,,,,,,,,,
VERA FILES FACT CHECK: The Marcoses did NOT win all cases filed against them,2021-12-09T01:10:00+00:00,https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a,https://verafiles.org/wp-content/uploads/9516/38/120321-false-marcos-no-conviction_web-copy.png,The Marcoses lost several court cases before the Supreme Court and the Sandiganbayan.,FALSE,“bearing the character of ill-gotten wealth”,"“Merong akong mga kaso… ilang daang kaso, mga 500, 800, puro panalo. The Trial of the Century, nanalo ako. Wala akong nakaw, walang nakaw ang mga Marcos.”",,,,,,,,,,,
VERA FILES FACT CHECK: Claim that foreign donations for Yolanda victims unaudited FALSE,2021-12-09T13:58:00+00:00,https://verafiles.org/articles/vera-files-fact-check-claim-foreign-donations-yolanda-victim,https://verafiles.org/wp-content/uploads/9416/39/120621-false-yolanda-foreign-donations-audit_web-copy.png,"Based on its 2014 report, COA created audit teams that focused on the sources and receipt of foreign aid, the release of local funds by the budget department and other offices, the inter-agency transfer of funds, procurement and logistics, and the distribution of goods and services.",FALSE,“walang COA audit yung bilyones donated by other countries (billions of dollars donated by other countries were not audited by COA).”,,,,,,,,,,,,
VERA FILES FACT CHECK: Claims that Comelec junked disqualification petitions vs Marcos FALSE,2021-12-09T14:12:00+00:00,https://verafiles.org/articles/vera-files-fact-check-claims-comelec-junked-disqualification,https://verafiles.org/wp-content/uploads/5816/39/120721-false-marcos-dq-junked.png,The two videos carried similar headlines but different contents to support their false claims.,FALSE,"“JUST IN : PDUTERTE COMELEC CONF!RMED, BBM DQ PETITION BINASURA NA MAYOR SARA Atty.CHONG LENI CARPIO”",“there is no clear case”,"“JUST IN: COMELEC, IBINASURA NA ang DISQUALIFICATION CASE LABAN Kay BONGBONG MARCOS| CARPIO NABIGO!”",,,,,,,,,,
VERA FILES FACT CHECK: Comelec has NOT dismissed petitions vs Marcos Jr.,2021-12-17T08:54:00+00:00,https://verafiles.org/articles/vera-files-fact-check-comelec-has-not-dismissed-petitions-vs,https://verafiles.org/wp-content/uploads/2816/39/121521-false-marcos-dq-denied.png,The poll body has yet to issue a decision on any of the eight cancellation and disqualification cases against the former senator.,FALSE,“PETITION DISMISSED NA. ITO ANG AYAW MAPANOOD NG MGA D1LAWAN”,“JUST IN: PANALO NA! LIBO-LIBONG ABUGADO PINAGTANGGOL si BBM sa Comelec D1LAWAN LENI TALO PACMAN ISKO”,"“BREAKING: COMELEC Second Division TULUYAN ng IBINASURA ang DQ CASE LABAN Kay BBM | CARPIO, TE IYAK!”",,,,,,,,,,
VERA FILES FACT CHECK: 10-year-old photos FALSELY passed off as the effects of Typhoon Odette,2021-12-17T15:56:00+00:00,https://verafiles.org/articles/vera-files-fact-check-10-year-old-photos-falsely-passed-effe,https://verafiles.org/wp-content/uploads/2216/39/121721-false-sendong-not-odette.png,They were taken in the aftermath of Tropical Storm Sendong in December 2011.,FALSE,“Mga bangkay na naKita sa hagupit (Corpses found after the fury) #OdettePH 12/16/2021 #TyphonOdettePH #Mindanao #HagupitNiBagyongOdette #RIP.”,,,,,,,,,,,,
VERA FILES FACT CHECK: Japan-PH partnership DID NOT use ‘Marcos’ blueprint for highway project,2021-12-18T13:46:00+00:00,https://verafiles.org/articles/vera-files-fact-check-japan-ph-partnership-did-not-use-marco,https://verafiles.org/wp-content/uploads/9116/39/121621-false-marcos-infra-blueprint_web-copy.png,There was no mention of any blueprint or contribution from Marcos.,FALSE,“Japan & Philippines to implement the Original Blueprint of President Marcos. A vision of Apo Lakay to connect the entire Philippines via High Speed Highway is now being realized.”,"“We never encountered any infrastructure/highway plan, for Manila or for the entire country, drawn up by Ferdinand Marcos himself or in any way attributable to Marcos,”",,,,,,,,,,,
VERA FILES FACT CHECK: Luzon is NOT under Alert Level 5,2022-01-05T11:07:00+00:00,https://verafiles.org/articles/vera-files-fact-check-luzon-not-under-alert-level-5,https://verafiles.org/wp-content/uploads/8716/41/010422_FALSE_Luzon_Alert_Level_5_WEB.png,The government has not placed any part of the country under such a strict status recently.,FALSE,"“ALERT LEVEL 5, IPAPATUPAD SA BUONG LUZON! OMICRON, KUMAKALAT NA (will be implemented in the entire Luzon! Omicron now spreading)!”",,,,,,,,,,,,
"VERA FILES FACT CHECK: Anti-vaccine advocate spreads FALSE claims on COVID-19 vaccine, face masks",2022-01-07T19:39:00+00:00,https://verafiles.org/articles/vera-files-fact-check-anti-vaccine-advocate-spreads-false-cl,https://verafiles.org/wp-content/uploads/6816/41/010522_FALSE_Anti-vaccine_protest_WEB.png,His group has also claimed that the pandemic is not real and alleged the vaccine is killing people,FALSE,"“[The Pfizer vaccine for children] is not the same dosage given to adults. It is a lower dosage, and the concentration of the vaccine is also lower compared to what the adults are getting,”",“there should not be a concern in regular day-to-day use”,"“extremely unlikely to happen from wearing a mask,”",,,,,,,,,,
"VERA FILES FACT CHECK: For the nth time, Duterte falsely claims all ICC judges are ‘white’",2022-01-10T10:53:00+00:00,https://verafiles.org/articles/vera-files-fact-check-nth-time-duterte-falsely-claims-all-ic,https://verafiles.org/wp-content/uploads/4216/41/thumbnail_saywhat-duterte-icc.jpg,"President Rodrigo Duterte again wrongly claimed, during his Jan. 4 “Talk to the People” address, that the judges of the International Criminal Court (ICC) are “white.”",FALSE,,,,,,,,,,,,,
VERA FILES FACT CHECK: INCORRECT advice vs COVID-19 circulates on Facebook,2022-01-11T14:10:00+00:00,https://verafiles.org/articles/vera-files-fact-check-incorrect-advice-vs-covid-19-circulate,https://verafiles.org/wp-content/uploads/6816/41/010521_FALSE_Alkaline_foods_eliminate_virus_WEB_copy.png,VERA Files fact-checked each claim made in the erroneous Jan 3 post.,FALSE,“anyone can get sick with COVID-19 and become seriously ill or die at any age.”,"“may increase susceptibility to SARS-CoV-2,”",“do not kill the coronavirus.”,“all meals need to be hot”,“follow the sun for 15 to 20 minutes.”,"“Viruses themselves do not have pH levels, because they are not water-based solutions,”","“not related to an increased or decreased risk of COVID-19 infection,”",“higher acid level than the virus”,,,,,
VERA FILES FACT CHECK: Erwin Tulfo’s old claim on anti-vagrancy law NOT TRUE,2022-01-11T19:07:00+00:00,https://verafiles.org/articles/vera-files-fact-check-erwin-tulfos-old-claim-anti-vagrancy-l,https://verafiles.org/wp-content/uploads/1516/41/011022_FALSE_Erwin_Tulfo_on_anti-vagrancy_WEB_copy.png,"But while vagrancy is not a crime, government officials clarified that vagrants, who violate local government ordinances or commit offenses under the Revised Penal Code, can still be arrested.",FALSE,"“Oi, Leni Robredo. Hindi mo ba napag-aralan sa law… Lahat ng tao alam yung tinatawag na anti-vagrancy law (Hey Leni Robredo. Have you not learned in law [school]… Everyone knows the anti-vagrancy law.)”",,,,,,,,,,,,
VERA FILES FACT CHECK: Graphic makes FALSE claim on Robredo’s campaign ad spending,2022-01-12T11:57:00+00:00,https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-claim-robredos-cam,https://verafiles.org/wp-content/uploads/7716/41/010622_FALSE_Robredo_campaign_spending_WEB.png,"There are no official documents, statements or news reports saying the vice president has spent P500 million in campaign ads for this election where she is running for president.",FALSE,“GUMASTOS NG KALAHATING BILYONG PISO SA ADVERTISEMENT PERO PAMBILI NG SARDINAS AT BIGAS PARA SA BIKTIMA NG BAGYO HUMIHINGI NG DONASYON ([Robredo] spent half a billion pesos on advertisements but begs for donations to buy sardines and rice for the victims of the typhoon).”,,,,,,,,,,,,
VERA FILES FACT CHECK: COVID-19 vaccines are NOT dangerous,2022-01-13T14:06:00+00:00,https://verafiles.org/articles/vera-files-fact-check-covid-19-vaccines-are-not-dangerous,https://verafiles.org/wp-content/uploads/4316/42/011122_FALSE_COVID-19_vaccine_dangerous_WEB.png,"While it is true that COVID-19 vaccines have risks of complications, “severe or life-threatening reactions are extremely rare” according to the Department of Health’s (DOH) Frequently Answered Questions page.",FALSE,“severe or life-threatening reactions are extremely rare”,"“To this day, there are still no recorded deaths directly linked to the vaccines,”",,,,,,,,,,,
VERA FILES FACT CHECK: Duterte repeats wrong claim that youth offenders go scot-free,2022-01-14T15:16:00+00:00,https://verafiles.org/articles/vera-files-fact-check-duterte-repeats-wrong-claim-youth-offe,https://verafiles.org/wp-content/uploads/6916/42/thumbnail_FC-Duterte_juvenile.jpg,"Discouraging Filipinos to vote for opposition senator and vice presidential aspirant Francis “Kiko” Pangilinan, President Rodrigo Duterte again made false claims about the Juvenile Justice Welfare Act that the former had authored.",FALSE,“understand the difference between right and wrong and the consequences of the wrongful act.”,,,,,,,,,,,,
