label,article
1,"Pinangunahan ni Pangulong Rodrigo Duterte ang unveiling, pag-aalay ng bulaklak at pagbabasbas ng kakatayo lang na Marawi Heroes Memorial Monument sa loob ng Libingan ng mga Bayani sa Fort Bonifacio, Taguig City. Ang monumentong ito ay magsisilbing alaala sa 160 sundalo ng Armed Forces of the Philippines (AFP) at 8 personnel ng Philippine National Police (PNP) na nakipaglaban sa mga terorista sa giyera sa Marawi City. Kasama ng Pangulo sa inagurasyon sina dating AFP Chief of Staff at ngayon ay Presidential Adviser on the Peace Process Carlito Galvez, Defense Sec. Delfin Lorenzana at iba pang opisyal ng AFP. Bilang dating AFP chief, sinabi ni Sec. Galvez na maituturing na emotional moment ito para sa mga sundalo, maging sa mga pamilya at kaibigan ng mga namatay na sundalo at pulis na dumalo rin sa programa. Bago umalis sa Libingan ng mga Bayani, sinabi ng Pangulo sa mga pamilya na totoong mga bayani ang kanilang mga mahal sa buhay at nagpapasalamat na siya ay naging bahagi sa pagkilala sa mga ito. Nagpasalamat ang Pangulo sa imibitasyong maging bahagi ng pagkilala sa mga maituturing umanong mga totoong bayani. Inimbitahan naman niya ang mga pamilya ng mga nasawing sundalo at pulis sa Malacanang at tiniyak na laging bukas para sa kanila. Inihayag naman ni Sec. Galvez na malaking bagay ang presensya ng Pangulo sa programa dahil ipinakita niyang noon pa man sa giyera at hanggang sa panahon na ito, hindi nito iniiwan ang mga sundalo na lumaban para sa kalayaan ng Marawi City."
1,"Kailangan magtungo ng mga opisyales ng Metropolitan Waterworks and Sewerage System (MWSS) sa Malacanang matapos ipatawag sila ni Pangulong Rodrigo DUterte sa palasyo kaugnay ng water crisis na nangyari sa ilang bahagi ng Metro Manila at kalapit na lugar. Magugunitang nagkaroon ng malawakang problema sa tubig noong nakaraang linggo. Humingi naman ng paumanhin ang presidente ng Manila Water sa nangyari. Sa pagdinig sa kongreso kahapon, nagisa ng husto si MWSS Chief Regulator Patrick Ty ng mga mambabatas. Basahin ang reaksyon at komento ng ilang kababayan natin sa pagpapatawag ni Pangulong Duterte sa mga opisyales ng MWSS. ""Haha sabi nga ni tatay digong wag sa panahon ko..marami naghahanap ng trabaho..madami pwede pumalit sa inyomga CHR tulungan nyo mga opisyales ng NWSS pag mumurahin ni tatay digong yan,"" sabi ni M. Agoncillo. ""Sibakan time na. Murahin muna bago sipain sa pwesto. Hindi namin kailangan ng ganyang inutil na empleyado sa gobierno,"" sabi ni H. Echague. ""nayari na.. di yan magtatawag na walang concrete evidence.. umayos kayo MWSS mag start na kayong magtuturo kung sino pasimuno nang fake water shortage nyo!,"" sabi ni E. Cipres. Source: ANC | GMA | RP"
1,"Nilinaw ng Armed Forces of the Philippines na ang 16 helicopters na bibilhin mula sa Canada ay hindi pang-opensiba laban sa mga rebelde. Ayon kay Major General Restituto Padilla, AFP deputy chief of staff for plans, ang mga choppers ay para sa search and rescue operations at paglipat ng mga sugatan o namatay na military personnel. Aniya ay madalas tayong tinatamaan ng sakuna o kalamidad kaya malaking tulong ang mga choppers sa ""humanitarian assistance and disaster response (HADR)."" Paglilinaw ni Padilla, ang mga bibilhing choppers ay ""utility helicopters"" at hindi ""attack helicopters."" Ito ay matapos ipag-utos ng gobyerno ng Canada na kailangan pa nilang suriin ang $233 million agreement sa pagbebenta ng 16 helicopters sa Pilipinas. Ipinangangamba nila na ito ay magamit umano sa pag-atake laban sa mga rebeldeng grupo."
1,"Hindi nagustuhan ng singer/actress na si Mystica ang naging tugon ni TV host Raffy Tulfo sa mga paratang niya na hindi umano siya nabigyan ng sapat na airtime sa programang Raffy Tulfo in Action. Sa video na inilabas ni Tulfo, sinabi ng beteranong broadcaster na matapos mapanood ang iba pang video ni Mystica ay nangingibabaw umano ang awa niya sa entertainer at sa tingin niya ay kailangan na umano ni Mystica na magpatingin sa medical professional. Sa kanyang Facebook video, nanggalaiti si Mystica sa mga sinabi ni Tulfo at nagbanta na idedemanda ang mamamahayag kung magiging negative ang medical test niya. ""This is in response to the post of Raffy Tulfo. Ayaw ko na sanang umiyak, ayaw ko na sanang magalit o magsalita, but because I am entitled to defend myself, dahil kung gusto talaga niyang lumaban ng patas, hindi sa ganoong paraan. Isa siyang duwag. Kung matapang ka talaga Raffy Tulfo, sagutin mo kung ano ang mga sinulat ko doon... Magpapa-medical test ako. Katulad noong sinabi mong magpa-drug test, and once the result is going to be negative sa mga pinparatang mo, I'll sue all the damages,"" sabi ni Mystica. Ito po ang video na pinanggagalaiti ni Mystica. Ito naman po ang mga videos kung saan mapapanood niyo kung paano nagsimula ang hidwaan nila Mystica at Tulfo. Reklamo ni Mystica sa programa ni Tulfo.. Source: Ruby Villanueva"
1,"Nabuo na ang isa sa dalawang barkong pandigma na binili ng Pilipinas sa South Korea. Ang mga barko ay pinangalanan na BRP Jose Rizal (FF-150) at BRP Antonio Luna (FF-151). Ito raw ang pinakamalakas na warship ng ating bansa at magsisilbi na pang-depensa sa teritoryo ng Pilipinas. Ang mga barko ay ginawa ng South Korean company na Hyundai Heavy Industries na nagkakahalaga ng P18 billion. Ang kontrata sa naturang proyekto ay pinirmahan noong October 24, 2016 ng Philippine's Department of National Defense, Philippine Navy high command officials, Hyundai Heavy Industries executives, at ng South Korean Ambassador to the Philippines sa Philippine Navy Headquarters sa Maynila. Ilan sa mga ipinagmamalaki na armas ng barko ay ang 76 milimeter main gun at 30 calibre remote-controlled gun. Mayroon din itong anti-ship system, anti-aircraft missiles, sonar systems at torpedo, command management system (CMS) na nagsisilbing utak ng warships. ""She (BRP Jose Rizal) is the first combat ship to be designed and acquired for the Philippine Navy along with her sister-ship, the BRP Antonio Luna (FF-151) whose steel-cutting is also scheduled for this week,"" pahayag ni Navy spokesperson Captain Jonathan Zata. PANOORIN: MGA BAGONG BARKONG PANDIGMA NG PILIPINAS, PAPANGALANANG BRP JOSE RIZAL AT BRP ANTONIO LUNA"
0,"LOS ANGELES (Reuters) - Nakamit ni Taylor Swift ang unang puwesto sa U.S. Billboard 200 chart noong Miyerkules para sa kanyang album na 1989, tinalo ang The Pinkprint ni Nicki Minaj. Nananatiling nasa unang puwesto ang 1989 sa loob ng walong linggo. Ito ay bumenta ng 331,000 kopya, 433,00 awitin, na may kabuuang 375,000 base sa Nielsen SoundScan."
0,"Matira-matibay ang matutunghayan ngayong umaga sa pagitan ng Ateneo de Manila University (ADMU)-Seniors at International Little League Association of Manila (ILLAM), gayundin ang Adamson University (AdU) at nagtatanggol na kampeon na Philab sa dalawang knockout game ng 2nd PSC Chairman's Baseball Classic sa Rizal Memorial Baseball Diamond."
1,"Dinakip ng mga otoridad ang limang menor de edad matapos silang ireklamo ng halinhinang panggagahasa sa isang babaeng may problema daw sa pag-iisip. Ang insidente ay nangyari sa Laoag, Ilocos Norte. Kapitbahay umano ng biktima ang mga suspek. Lumabas sa medical examination na positibong nagalaw ang biktima. Dumepensa naman ang isa sa mga batang kriminal. Ayon sa binatilyo, ang babae daw ang nagayaya. Humingi naman ng kapatawaran ang ina ng isa sa mga suspek. Kinasuhan na ng rape ang mga menor de edad na kriminal at dadalhin muna sa Department of Social Welfare and Development (DSWD) para sumailalim sa counselling. Isa na namang kaso ng krimen na kinasasangkutan ng mga kabataan. Matatandaang naging mainit na usapin ang pagpapababa sa age of criminal liability noong nakaraang buwan. Nag-ingay ng husto ang ilang nagpapakilalang human rights advocate para kontrahin ang hakbang ng pamahalaan na ibaba ang criminal liability ng mga kabataan. Si senadora Risa Hontiveros ang isa sa mga maingay na kumokontra sa lowering of age of criminal liability. Ito po ang ilan sa mga reaksyon ng publiko sa pangga-gang rape ng mga binatilyo. ""Dun sila dalhin sa bahay ni Risa Hontiveros kasi hindi daw krimen yang ginawa ng mga yan kundi isa lang pagkakamali ng walang muwang na kabataan, wag daw sirain ang kinabukasan yung mga kabataang rapist na yan,"" sabi ni D. Abala. ""Patirahin muna pangsamantala sa bahay ni risa hontivus o ky kiko pangilinan ..sila naman ang taga pagtanggol,"" sabi ni W. Encarnacion. ""Kiko matsing at hontivirus. Ano na masasabi nyo dito?! Lintik namimihasa mga yan eh. Malakas ang loob kc menorde edad alam nila hindi sila makukulong.,"" sabi ni M. Young. "" I really wish for Riza Hontiveros & Kiko Pangilinan to comment on this issue and the also the newly-sprung news about Gr. 9 students caught cutting-classes in pot session,"" sabi ni P. Ramas. Source: GMA"
0,"Ang suspek ay kasapi ng Barahama Ali KFRG na kumikilos sa Zamboaga Sibugay. Nabatid na isinagawa ng pulisya ang operasyon dakong 9:00 ng umaga nang isilbi ang warrant of arrest laban sa suspek sa kasong kidnapping at murder ngunit nanlaban ito. Nabawi mula sa suspek ang isang .45 caliber pistol, isang hand grenande at mga bala. Isinasangkot si Enriquez sa pagdukot sa Australian na si Richard Warren Rodwell, sa Korean na si Piejie Li, Reynaldo Drapeza at kay Joel Indino Jr., na dinukot sa Zamboanga Sibugay."
0,"""With 13 continental and two national squads, the 2015 Le Tour will definitely be the most exciting,"" sabi ni Lina-Flavier. ""Unlike in the past editions when club teams joined the race, this time, the Le Tour has made its name as one of the most competitive in Asia."" Ang continental teams na magbabalik sa Le Tour ay ang Satalyst Giant Racing Team (Australia), CCN Cycling Team (Brunei), Astana Continental Team (Kazakhstan), Pegasus Continental Cycling Team (Indonesia), TPT Cycling Team (Iran), Terengganu Cycling Team (Malaysia), Bridgestone Anchor Cycling Team (Japan) at 7-Eleven (Philippines). Sila ay sasamahan ng Le Tour first-timers na Team Novo Nordisk (USA), RTS Carbon (Taiwan), Attaque Team Gusto (Taiwan), Pishgaman Yazd Pro Cycling Team (Iran) at Singha Infinite Cycling Team (Thailand). Ang pambansang koponan ng PhilCycling ay sasabak din bilang bahagi ng kanilang paghahanda para sa Asian Road and Track Championships sa huling bahagi ng Pebrero at ng Singapore Southeast Asian Games sa Hunyo. Ipapadala rin ng Uzbekistan ang pambansang koponan nito upang maging matalas at handa para sa Asian championships. Ang 2015 Le Tour ay magbabalik sa maalamat na ruta sa Kennon Road patungong Baguio City sa Stage Four. Ang Kennon Road ay kinilala sa kasaysayan ng Philippine cycling bilang ""maker of champions"" - kung saan ang mga tunay na ""sports heroes on two wheels"" ay naiuukit ang kanilang mga pangalan - sa local Tour. Ang Stage One sa Pebrero 1 ay ang 126-kilometrong Balanga-Balanga route sa Bataan, ang Stage 2 sa Pebrero 2 ay isang 153.75-km ride mula Balangan hanggang Iba sa Zambales at ang Stage 3 sa Pebrero 3 ay sasakupin ang 149.34- kilometro mula Iba hanggang Lingayen, Pangasinan. Para sa Stage 4 sa Pebrero 4, ang Le Tour, na napasama sa Visit the Philippines 2015 program ng Department of Tourism, ay ang karera mula Lingayen hanggang Baguio City sa pamamagitan ng Kennon Road at may habang 101 kilometro."
1,"Napapakinabang ng husto ng OPM singer na si Jim Paredes ang demokrasya na sinasabing patay na ng mga anti-DU30. Sa mga social media posts ng mang-aawit, tinawag nitong bobo at traydor si Pangulong Rodrigo Duterte dahil umano sa pakikipag-kaibigan ng Presidente sa China sa kabila ng sitwasyon sa West Philippine Sea. Sa kanyang Facebook post, tinawag ni Paredes ang bagong batikos ni Pangulong Duterte sa simbahan na ""distraction"" sa tunay na isyu. Ang isyu para kay Paredes ay ang China. Hindi pa nakuntento ang laos na singer at pati sa Twitter ay binanatan niya rin ang Presidente ng Pilipinas. ""Don't let him distract you from China issue. The traitor is playing tricks,"" ani Paredes. ""Stop ranting against the church. It's about China and treason, stup*d!,"" dagdag pa ni Paredes. Hindi naman pinalampas ng mga kababayan natin ang bunganga ng dating miyembro ng singing group na APO Hiking Society. Alam niyo ba na ang nanay ni Paredes ay miyembro ng Light-a-fire movement na nagpasabog ng ilang establisimiyento noong panahon ni dating Pangulong Ferdinand Marcos? Source: Jim Pares FB and Twitter | GMA News"
1,"Paalala sa mga kababayan natin sa Singapore: maging maingat at panatilihin ang kalinisan at sanitasyon sa lahat ng oras. Naitala ngayon sa Singapore ang kauna-unahang kaso ng rare monkeypox virus na nakapasok sa kanilang bansa, mula sa ulat ng ABS-CBN News at Rappler. Ang nasabing monkeypox ay kahalintulad umano ng human smallpox na tuluyang napawi noong 1980, kasunod ng global immunization campaign sa pangunguna ng World Health Organization. Hindi naman umano madaling maikalat at makahawa ang nabanggit na monkeypox subalit sa mga ilang pagkakataon, maaari itong magdulot ng kamatayan sa magiging biktima nito. Karaniwan daw na tumatagal ang monkeypox sa loob ng dalawa hanggang apat na linggo. Magsisimula ito sa mataas na lagnat o trangkaso, at di kalauna'y magdudulot ng ""bumps"" na kung tawagin ay ""pustules"" at kumakalat sa iba't ibang bahagi ng katawan ng pasyente. Ayon sa US-based Centers for Disease Control and Prevention, tatlong beses pa lamang nakapagtala ng mga kaso ng monkeypox infections sa labas ng Africa, sa United States, sa United Kingdom at Israel. Batay sa ulat ng Ministry of Health (MOH) ng Singapore nitong Huwebes, nakapasok ang nasabing monkeypoxvirus sa kanilang bansa dala ng isang 38-taong gulang na Nigerian na dumating sa Singapore noong Abril 28 ng kasalukuyang taon. ""While risk of spread is low, MOH is taking precautions,"" saad ng Singapore Ministry of Health. Sa imbestigasyon ng mga awtoridad, bago umano dumating sa Singapore ang nasabing monkeypox virus-infected na Nigerian ay dumalo muna ito sa isang kasalan sa Nigeria. Maaari umanong nakakain ito roon ng bushmeat na siyang posibleng pinagmulan ng virus transmission. Ang ""bushmeat"", o 'yung tinatawag ding ""wildmeat"", ay bahagi ng dyeta ng mga Africano na maaaring mula sa karne ng gorilla, chimpanzee, antelope, birds, o maging rodents. Kasalukuyan na rin umanong naka-quarantine ang 23 kataong nagkaroon ng close contact sa nasabing Nigerian at oobserbahan sila sa loob ng 21 araw. Source: ABS-CBN News Rappler"
1,"NAG VIRAL SA BUONG MUNDO ANG BALITANG PAG HANGA NG ISANG KOREAN NEWS AGENCY NA ITO. Tinawag ng isang reporter si pangulong duterte na pinaka matapang na lider ng bansa sa panahong ito , ito ay matapos makita sa buong buong mundo ang seryusong kampanya  ng pamahalaan kontra ilegal na droga na lumalabas ngayon sa ibat ibang pahayagan."
0,"Blocktimer si Willie, hindi station produced ang show at tila P2M every Sunday ang production cost ng gagawing programa. Tinawagan na raw ni Willie ang mga kaibigan na gustong mag-sponsor sa kanyag shows, sila rin ang sponsors ng show noong nasa ABS-CBN at TV5 pa ang show niya. Ang pagpasok ng show ni Willie ang nakita naming rason kung bakit biglang na-move sa April ang airing ng InstaDad na naka-schedule umere ng March 22. Pagkatapos ng Sunday All Stars ang dapat na time slot ng InstaDad na time slot ngayon ng show ni Willie. Kaya ang tanong, saan na ilalagay ang InstaDad ngayon? Kung titingnan, walang problema sa airing, ibalik sa 12 ng tanghali ang SAS, saka ipasok ang Instadad at isunod ang show ni Willie o puwedeng unahin ang show ni Willie bago ang comedy show ni Gabby Eigenmann."
1,"Hindi makakaila na isa ang social media sa dahilan kung bakit nanalo bilang Presidente si noo'y Davao City Mayor Rodrigo Duterte. Ilan sa mga kilalang blogger na taga-suporta ng Pangulo ay sina former Presidential Communications Operations Office (PCOO) Assec. Mocha Uson at si RJ Nieto aka Thinking Pinoy. Kamakailan lang ay naglabas ng sama ng loob si Thinking Pinoy sa mga tao sa PCOO dahil sa pagiging ""tanga, tamad, o tuliro"" umano ng mga ito. Isa sa mga pinagbuntunan ni Thinking Pinoy ng inis ay si PCOO social media usec. Lorraine Badoy. Ayon sa kilalang blogger at radio host, nasaan daw ang mga tao sa PCOO ngayong matindi ang isyu tungkol sa pagpapababa sa edad ng criminal liability sa bansa. ""PAGPAPALIWANAG NG LOWERING OF AGE OF CRIMINAL LIABILITY, NASAAN NA SI PCOO SOCIAL MEDIA USEC LORRAINE BADOY? Magha-hatinggabi na at gumagawa pa ako ng mga flowchart infographic comparing how the law handles children in custody... Siguro e masasabi kong ginagawa ko na ang trabaho ng PCOO since 2016 nang walang tulong mula sa pamahalaan at oras na sigurong katukin natin yung mga tanga, tamad at tulirong taga-PCOO para gawin na nila ang trabaho nila.... HOY, LORRAINE, TIGILAN MO NA ANG PAGPUP*TA DIYAN AT MAGTRABAHO KANG GAGA KA. I-SHARE NIYO NGA ITO AT BAKA SANA TABLAN PA NG HIYA IYANG P*TANGINANG YAN,"" sabi ni TP. Ang pagpapababa sa edad ng criminal liability ay isa sa mga hangarin ng Presidente, kaya kataka-taka na tila hindi maramdaman ang galaw ng PCOO ukol dito. Magugunitang hindi rin naramdaman ng karamihan ang PCOO para ipaliwanag ang pederalismo. Tumatak lang sa kamalayan ng publiko ang usapin sa pederalismo noong naglabas ng video sina Mocha at ang vlogger na si Drew Olivar ng ""pepe-dede-ralismo"" video. Naglabas na din ng opinyon ang isa pang pro-Duterte blogger tungkol kay Usec. Badoy. Basahin ang reaksyon ng mga tao sa mga sinabi ni TP laban kay Usec. Badoy. ""She loves Digong! That's all that matters. Wag syang gambalain. Umawra ka nalang, TP. Wag ng umasa.,"" sabi ni D. Benaldo. ""Thank you TP for all the things you have done for our country. Our officials may not appreciate what you have done but we do. That's why it is you, not the PCOO, that we follow.,"" sabi ni J. Ponz. ""Yong ibang mga government officials gusto lang ng posesyon pero hindi alam ang tungkulin sa bayan. Magtrabaho ka Badoy sayang binabayad nmin sayo. Mahiya ka nman.. Si tatay digong abala.. Kayo anu gingawa nyo.. Galaw galaw nman dyan,"" sabi ni A. Pacheco. ""Badoy na nga ang apelyido badoy pa sa trabaho..lintik ka lumayas ka jan..mula nubg sinira nyo si mocha.wla na kming narinig na magagndang achievement ni ttay digong sa bnsa natin..pnu nlang kung wla rin si TP SASS AT ATTY TRIXIE.NGA ANG TAONG BYAN..,"" sabi ni D. Castillo. ""Malaki ang pagkukulang ng PCOO. Mabuti pa si Mocha active na active sa ginagawa ng president. TP maraming hindi nakakaalam sa mga achievement ni Duterte. Lalo na sa probinsya,"" sabi ni A. Guevara. ""Same sentiments here Thinking Pinoy. Kaka-post ko lang din kanina nyan. Mukhang kaming mga OFW dito sa labas ng bansa ang gumagawa ng trabaho nila to the point of risking our jobs here and enduring the stigma dahil sa mga negative publicities at fake news na kumakalat sa international media na di man lang hina-handle ng PCOO na yan!,"" sabi ni J. Olos. Source: ThinkingPinoy"
0,"PARANG, Maguindanao - Pito katao ang malubhang nasagutan matapos sumabog ang isang granada sa bayang ito noong Biyernes. Kinilala ng pulisya ang mga sugatang biktima na sina Jamila Tomas, Abdullah Tomas, Salahudin Tomas, Saima Raoro, Camlon Rairo, Sirikit Magayan at isang Lucman."
1,"Nagpaabot ng pagbati si dating Davao City Vice Mayor Paolo ""Pulong"" Duterte para sa ika-74 na kaarawan ng kanyang ama na si Pangulong Rodrigo Duterte. Sa kanyang Facebook post, nagpasalamat si Pulong sa kanyang ama sa pagbibigay ng oras sa kanila sa kabila ng busy schedule nito. Tiniyak ni Pulong na siya at kanyang kapatid na si Davao City Mayor Sara Duterte-Carpio ang haharap sa mga kalaban at bumabatikos sa kanyang ama. Nabatid na plano lamang ng Pangulo na ipagdiwang ang kanyang kaarawan na manatili sa kanyang bahay sa Davao City kasama ang pamilya."
1,"Para sa senatorial aspirant at election lawyer na si Attorney Romulo Macalintal, si Vice President Leni Robredo daw ang magiging Presidente kung magdeklara si Pangulong Rodrigo Duterte ng revolutionary government. ""(Leni) becomes President once Duterte declares a revolutionary government... he ceases to be President having divested himself of the Presidency... such act will pave the way for Robredo to take over the vacant position of President and assume the functions and the Office of the President,"" sabi ni Macalintal. Ito ang naging reaksyon ni Macalintal matapos magbanta ang Pangulo na magdedeklara ito ng ""revolutionary war"" at ipapaaresto ang mga kritiko. Nagbabala din ang Pangulo na suspindihin ang writ of habeas corpus sa kanyang talumpati kahapon sa Puerto Princesa. Ayon kay Macalintal, masusubukan daw ang katapatan ng mga sundalo kung itutuloy ni Pangulong Duterte ang pagdedeklara ng revolutionary government. ""It will put to a test the loyalty of the Armed Forces of the Philippines (AFP) as to which government they will pledge their loyalty - to the revolutionary government of Duterte or the constitutionally existing government led by Robredo as successor president as provided under our constitution,,"" dagdag pa ni Macalintal. Source: Manila Bulletin"
0,"""The President has asked me to represent him and the Filipino people as we join the nation of Singapore in this time of grieving for the loss of a great Asian leader, former Singaporean Prime Minister Lee Kuan Yew,"" ayon kay Drilon. Aniya, ang state funeral ay gaganapin sa Marso 29, sa Singapore University Cultural Center. Kasama ni Drilon sina Foreign Affairs Secretary Albert Del Rosario at Finance Secretary Cesar V. Purisima. Aniya, apektado ang sambayanan sa pagpanaw ni Lee lalo pa't marami rin itong naitulong sa Pilipinas at nagsilbi ring inspirasyon sa buong mundo."
1,"Sa isang talumpati, hindi nangimi si Pangulong Rodrigo Duterte na banatan ang mga nagpapatakbo ng mga hotels at business establishments sa paligid ng Manila Bay. Ayon sa Pangulo, kung hindi maglalagay ng water treatment system ang mga ito ay mapipilitan siyang ipasara ang mga hindi susunod. Handa rin daw ang gobyerno sa pagkaunti ng turista kung sakaling ipasara ang mga naturang hotel at negosyo. Matatandaang noong nakaraang taon ay inanod ang basura pabalik sa sea wall ng Roxas Boulevard matapos ang malalakas na alon. Ayon sa isang ulat, sinabi ng Presidente na karamihan sa mga basurang nakokoleta ay galing sa mga turistang nakatira sa mga hotels malapit sa Manila Bay. Kinukunsidira naman ng pamahalaan na gamitin ang pondo mula sa bubuwagin road board para maisaayos muli ang Manila bay. Ayon sa datos mula sa Department of Environment and Natural Resources (DENR), umabot na sa 330 million MPN per milliliters ang coliform level sa Manila Bay. Ang coliform level ay bacteria mula sa dumi ng tao at hayop. ""So, mga hotel, 'yung palabas niyo mga tae ng mga turista... Kaya ko ang tae ng Pilipino pero kung tae ng kung sinu-sino diyan. Lagyan ninyo ng water treatment ang hotel ninyo. Kapag hindi, sarhan ko 'yan... Huwag ninyo akong hamunin. Kung wala tayong turista, eh di wala. Hindi naman tayo mamamatay... You do something about your waste there, otherwise I will close you. Sigurado yan ,"" sabi ng Pangulo. Sa isang ulat, umalma naman ang ilang business owners sa banta ng Presidente. Hindi daw patas na isisi lang ang basura sa mga hotels at mga establisimiyento. ""We are not sure as to why we were singled-out. Because, alam naman natin that the there also other contributory factors to the waste in Manila Bay,"" pahayag ng business owners. Nilinaw naman ni Environment Undersecrertary Sherwin Rigor na hindi nila pinag-iinitan ang mga hotels at negosyo sa Manila Bay Area. ""Part lang sila doon sa sinusuri namin, at hindi lang po sila, kasama ang industriya, kasama ang mga government institutions,"" sagot ni Rigor. Source: Eagle News | One News | MB | RMN"
0,"Incidentally, guest din sa naturang episode si John Prats, ang ex-boyfriend ni Shaina, na may kinimkim ding sama ng loob nang malaman ang 'di inakalang pagkakaroon ng relasyon nina John Lloyd at Shaina (na sinasabing girlfriend pa ng una nang lumipat sa piling ng pangalawa). Kaya sabi ni Angelica, hindi siya makahanap ng tamang sasabihin noong nagdi-date na sila ni Lloydie. ""Di ko talaga alam kung paano ko sasabihin sa kanya kasi bina-bash kaya namin dati si Lloydie 'tsaka si Shaina,"" sey ng dalaga. At pinayuhan pa pala niya si John on how to move-on (parang istorya ng That Thing Called Tadhana), para madaling makalimot kay Shaina. ""Sinasabi ko talaga, 'ano ka ba, kaya mo 'yan, isipin mo hindi sila bagay, maghihiwalay din sila.' Ako pala magiging dahilan,"" sabay tawa nina Angelica at Vice. Tuloy, diretsahan siyang tinanong ni Vice kung siya ba talaga ang dahilan ng split-up nina Lloydie at Shana. Saglit munang nag-isip si Angelica bago sinabing, ""Feeling ko..."" na ikinaaliw ng lahat ng mga manonood. Kinabog ni Angelica si Vice sa kanyang pagiging candid at frank answers."
1,"Bagama't hindi pa isandaang porsyentong natatapos, sunud-sunod na nga ang mga inilalabas na resulta (partial and unofficial count) ng Commission on Elections mula sa COMELEC Transparency Servers kaugnay ng nakaraang May 2019 Senatorial Race. Batay sa mga nasabing resulta, kapansin-pansin na walang pumasok na kandidato ng oposisyon o ng Otso Diretso sa Magic 12, bagay na binigyang-opinyon ni Presidential Communications Operations Office (PCOO) Secretary Martin Andanar. Ayon kay Andanar, maaari umanong ang mga paninira o propaganda ng mga kalaban sa pulitika patungkol kay Pangulong Duterte ay naging kadahilanan din kung bakit ang karamihan sa ibinoto ng taumbayan ay ang mga suportado ng Administrasyon. ""Sobrang dumi ng propaganda noong mga kalaban natin sa pulitika, propaganda laban kay Presidente, sa pamilya niya, sa mga kandidato niya. Palagay ko nakaapekto rin iyon eh,"" saad ni Andanar. ""Palagay ko nainsulto ang masang Pilipino doon sa pinagsasasabi ng mga kalaban natin,"" dagdag pa ng PCOO Secretary. Binigyang-diin din ni Andanar na marami na umanong nagawa si Pangulong Duterte para sa bansa simula nang ito'y manungkulan bilang Pangulo, at patunay lamang daw ang matataas na resulta ng satisfaction survey ratings nito. Ayon pa kay Andanar, panahon na umano upang baguhin ng oposisyon ang kanilang estratehiya at makinig sa boses ng taumbayan. ""Although we have to be magnanimous in victory, kailangan din sigurong isipin na rin ng mga kalaban natin sa pulitika kung saan sila nagkamali sa kanilang mga strategy at siguro, iyung tipong pagbigyan naman, pakinggan naman ang puso ng masang Pilipino,"" wika ni Andanar. ""Ang satisfaction rating ng mga kababayan natin, adult Filipinos, 81 percent kay Duterte so siyempre, it rubs off on the candidates,"" dagdag pa ni Andanar. Samantala, ayon naman kay Presidential Spokesperson Salvador Panelo, handa at bukas daw ang Palasyo na gawin ang kani-kanilang mga tungkulin kasama ng oposisyon mula sa ginanap na halalan. ""We are putting our hands and offering our friendship to the opposition. As I said in my statement, let us unite and build a better Philippines. It's about time we do that,"" ani Panelo. Source: Manila Bulletin"
1,"Nagtungo nitong hapon si Attorney Glenn CHong sa command center ng Commission on Elections (COMELEC) para magreklamo sa ulat ng mga umano'y iregularidad na nakarating sa kampo niya. ""I'm here. I'm demanding from COMELEC an explanation kung bakit 'yung pangalan ko ay hindi lumalabas sa resibo. We have call center, manned by 24 persons. We have been monitoring the results from across the country. We have problems in Cagayan De Oro, Iloilo, Batangas, Manila, Biliran and Cagayan Provinces,"" sinabi ni Chong, Isa pa sa mga pinunto ni Attorney Chong ay ang mga nasisirang makina o mga VOte Counting Machines (VCM) sa mismong araw ng halalan. ""Hindi lumalabas ang pangalan ko sa resibo and we are demanding COMELEC answers. And including 'yung mga nasisirang makina. We believed na may magic 'yun,"" dagdag pa ni Chong. Napaulat kani-kanina lang na may ibang pangalan na lumabas sa voter's receipt ni Senator Cynthia Villar. Sa isang panayam, sinabi ni Villar na nagulat siya sa nangyari. Hindi naman inaalis ng senadora ang posibilidad na nagkamali siya. Magugunitang nanggalaiti naman si former vice president Jejomar Binay kaninang umaga dahil hindi daw nabasa ng VCM ang kanyang boto. Ayon kay Binay, walong beses umano hindi tinanggap ang kanyang boto. Nagtungo si Binay sa tanggapan ng COMELEC para ireklamo ito. Ayon sa ilang ulat, pinalitan na ng COMELEC ang VCM para makaboto si Binay. Source: News5 | DZRH | DZRH"
1,"Kilala ang Univeristy of the Philippines (UP) dahil isa ito sa 4 na sikat na unibersidad sa ating bansa. Pero sa mga nagdaan na panahon, unti-unting nababawasan ang paghanga ng ilang kababayan natin sa naturang paaralan. Ito ay dahil sa pagiging inggrato ng ilang estudyante nito laban sa kasalukuyang pamahalaan, sa kabila ng pagpirma ni Pangulong Rodrigo Duterte sa ""Universal Access to Quality Tertiary Education Act"". Mukhang hindi mali ang mga kababayan natin na mabawasan ang kanilang paghanga sa UP. Sa pinakahuling listahan kasi ng Top University sa Asya, hindi man lang nakapasok ang UP sa top 10 ng Asian university list of British company Quacquarelli Symonds. Sa katunayan umabot lang ito sa ika-72 na pwesto. Maalalang isa ang UP sa mga paaralan na pinangalanan ng Armed Forces of the Philippines na recruitment center umano ng Rebeldeng Komunista para sa kanilang 'Red October Plot' o ""Oust Duterte Movement"". Basahin ang ilang sa mga komento ng mga kababayan natin sa sinapit ng UP. Source: Philippine Star | CNN Philippines | CNN Philippines 2"
